Upload Date,Channel,Title,Views,Video URL,Thumbnail Path,Description
2020-11-19,SciShow,The Secret to Unbelievably Fast Internet: Twisting Light,180330,https://www.youtube.com/watch?v=SE3Wgp7yOTc,src/assets/thumbnails/2020-11-19-1.jpg,"You might finally be able to watch that 4k video without buffering, thanks to quantum mechanics and orbital angular momentum."
2020-11-18,SciShow,How Quantum Mechanics Affects Your Life,320344,https://www.youtube.com/watch?v=KU9Z6WivvOg,src/assets/thumbnails/2020-11-18-1.jpg,"While you might not think about quantum mechanics being part of your everyday life, it turns out that it might play a role in some of the most familiar things, from the sunlight in the trees to the nose on your face!"
2020-10-13,SciShow Space,The Two-Faced Role of Planetary Magnetic Fields,98389,https://www.youtube.com/watch?v=VfpB0snnbng,src/assets/thumbnails/2020-10-13-1.jpg,"Given that Earth’s magnetic field helps protect its life-sustaining atmosphere, you might think that the stronger a planet’s magnetic field, the better.  But as it turns out, some planets’ relationships with their magnetic fields are a little more complicated."
2020-10-11,SciShow,5 Ancient Places with Unbelievable Acoustics,496195,https://www.youtube.com/watch?v=4n7MR4N1tK0,src/assets/thumbnails/2020-10-11-1.jpg,"Did you know that ancient acoustics can give us a peek into the past? Many ancient buildings & structures have incredible effects on sound waves, suggesting that early cultures built these spaces that way for a reason.  By studying these ancient sites we can learn new things about the past and the people that lived there, thousands of years ago! Join Hank Green for an amazing acoustic adventure back in time."
2020-09-22,SciShow Space,The Simple Molecule Behind Our Complex Universe,117360,https://www.youtube.com/watch?v=mL4f94pBokY,src/assets/thumbnails/2020-09-22-1.jpg,"All the complexity in the universe ultimately owes its existence to one of the simplest materials possible: molecular hydrogen. And not only did this molecule play a huge role in building the universe as we know it, today, it also helps us explore it."
2020-08-19,SciShow,The Ghostly Particles That May Have Unbalanced the Universe,286979,https://www.youtube.com/watch?v=7XkwPXkB2tM,src/assets/thumbnails/2020-08-19-1.jpg,"Almost all matter in the universe should have been annihilated shortly after the Big Bang, but looking around, we see galaxies, stars, planets, and, you know... us. So obviously that didn't happen, and the why of it may have something to do with neutrinos."
2020-07-30,SciShow Psych,How to Write Directly on the Brain,50651,https://www.youtube.com/watch?v=__igs6RhSXk,src/assets/thumbnails/2020-07-30-1.jpg,"Scientists have found a way to hack the visual process and generate shapes directly on the brain, so a person can see them without using their eyes."
2020-05-06,SciShow,Why It's Good for COVID-19 Models to Be Wrong,163352,https://www.youtube.com/watch?v=TqzicvDVcKg,src/assets/thumbnails/2020-05-06-1.jpg,"As we react to the predictions that epidemiological models make, changing the ways we act and go about our lives, those estimates can appear totally off. But if a model’s predictions end up being wrong, that might mean it's done exactly the job it was supposed to."
2019-05-02,CrashCourse,The Biggest Problems We're Facing Today & The Future of Engineering: Crash Course Engineering #46,205968,https://www.youtube.com/watch?v=Fzq_yuj-oZM,src/assets/thumbnails/2019-05-02-1.jpg,In our final episode of Crash Course Engineering we are going to take all the tools and ideas we’ve discussed throughout this series and try to imagine where we’re headed. We’re going to explore some of the biggest problems that today’s engineers are trying to solve and make some guesses about what the future of the field might look like.
2019-04-25,CrashCourse,How To Become An Engineer: Crash Course Engineering #45,267065,https://www.youtube.com/watch?v=77xMVKOEZ5g,src/assets/thumbnails/2019-04-25-1.jpg,"Hopefully this course has gotten you excited about all the things we can do with engineering. If so, today we’re going to try to help you answer a very important question: how do you become an engineer? What are the steps? What kinds of careers can you pursue?"
2019-04-18,CrashCourse,Building a Desalination Plant from Scratch: Crash Course Engineering #44,115576,https://www.youtube.com/watch?v=ke5jUHe4fII,src/assets/thumbnails/2019-04-18-1.jpg,"An essential part of engineering is engineering design. Today we’ll see how design synthesis helps you put together the components of a process and decide what techniques are needed to solve your problem. We’ll explain the need test things on a smaller scale before ramping up to full production, and how to continually incorporate feedback from design flaws to improve your designs."
2019-04-11,CrashCourse,How Seawater Sabotages Ships: Crash Course Engineering #43,77619,https://www.youtube.com/watch?v=J9A55q7AR6E,src/assets/thumbnails/2019-04-11-1.jpg,This week we’re headed out to sea for some marine engineering. How do we design ships to handle aquatic environments? How do we deal with marine life and corrosion and all of the other problems that come with engineering in the ocean? How can large maritime structures be built on land and transferred into water?
2019-04-04,CrashCourse,YouTube Couldn't Exist Without Communications & Signal Processing: Crash Course Engineering #42,133546,https://www.youtube.com/watch?v=VjuFaPAIOHw,src/assets/thumbnails/2019-04-04-1.jpg,"Engineering helped make this video possible. This week we’ll look at how it’s possible for you to watch this video with the fundamentals of signal processing. We’ll explore things from Morse Code, to problems like bandwidth capacity and noise, to how we arrived at the digital age."
2019-03-28,CrashCourse,Why Moving People is Complicated: Crash Course Engineering #41,122474,https://www.youtube.com/watch?v=erYf6NNw8Ec,src/assets/thumbnails/2019-03-28-1.jpg,"Transportation is a big part of our world and engineers play a big role in making it happen. Today we’ll explore how transportation systems are designed and some things transportation engineers have to take into consideration, like signaling, user behavior, and traffic flow. And, of course, we’ll talk about some of the ways that transportation engineers are trying to improve the systems we already have."
2019-03-14,CrashCourse,How the Leaning Tower of Pisa Was Saved: Crash Course Engineering #40,122511,https://www.youtube.com/watch?v=5mkeoVpTaMA,src/assets/thumbnails/2019-03-14-1.jpg,"This week we’re going underground to explore geotechnical and seismic engineering. We’ll look at how structures connect to the ground and transmit loads through their foundations, and how those foundations need to provide a high bearing capacity. We’ll see how properties of the soil, like shear strength, affect bearing capacity. We’ll also consider happens when the ground experiences stress from seismic activity and how seismic engineers work to counteract those effects."
2019-03-07,CrashCourse,Mass-Producing Ice Cream with Food Engineering: Crash Course Engineering #39,125995,https://www.youtube.com/watch?v=MH4GgKsf7-U,src/assets/thumbnails/2019-03-07-1.jpg,"In this episode, we looked at food engineering. We explored how food’s capacity to spoil makes it a unique challenge from an engineering viewpoint. We saw how many branches of engineering come into play to process ingredients, ensure safety for consumers, and package food, as well as how thermodynamics is involved in the different stages of food production."
2019-02-28,CrashCourse,Changing the Blueprints of Life - Genetic Engineering: Crash Course Engineering #38,343711,https://www.youtube.com/watch?v=FY_ZUEKWhBc,src/assets/thumbnails/2019-02-28-1.jpg,"Can we change the blueprints of life? This week we are exploring that question with genetic engineering. We’ll discuss how selective breeding can improve agricultural practices, and the potential DNA-level engineering could have on other fields of engineering. We’ll also look at how optogenetics and CRISPR have opened up new ways for genetic engineers to change the DNA inside living cells."
2019-02-07,CrashCourse,Computer Engineering & the End of Moore's Law: Crash Course Engineering #35,183692,https://www.youtube.com/watch?v=04ht0kSJ0I4,src/assets/thumbnails/2019-02-07-1.jpg,"This week we’re exploring a field of engineering that is essential to how you’re watching this video: computers and computer engineering. We’ll explain differences between hardware and software, how engineers are working on making computers smaller and more energy efficient, and how computer aided processes such as CAD and CAM make it easier for engineers to design and manufacture parts needed in machines and products."
2019-02-06,SciShow,Why Don't We Have Nuclear Fusion Power Yet?,872281,https://www.youtube.com/watch?v=riOvBEEs9WY,src/assets/thumbnails/2019-02-06-1.jpg,"Fusion power is supposed to save us from fossil fuels, so when is nuclear fusion going to be a viable option and why has it been so elusive?"
2019-01-24,CrashCourse,How Engineering Robots Works: Crash Course Engineering #33,351589,https://www.youtube.com/watch?v=uNfUAJBuZ0s,src/assets/thumbnails/2019-01-24-1.jpg,"In this episode we looked at robots and the engineering principles of robots. We learned how robots use sensors to interpret their environment, how actuators and effectors allow a robot to manipulate the objects around it to accomplish a task, and how computers coordinate the efforts of the two."
2019-01-17,CrashCourse,Why It's So Hard To Make Better Batteries: Crash Course Engineering #32,139653,https://www.youtube.com/watch?v=A5GgBTFSUu4,src/assets/thumbnails/2019-01-17-1.jpg,"There are batteries powering so many parts of our everyday lives, so today we’re going to talk about how they work and how we can make them better. We’ll explain how they provide power by discharging ions between a cathode and an anode, and how reversing that process gives us a way of charging them. We’ll also look at how that batteries deliver voltage differently over time, leading to discharge curves, and some of the work being done to improve the properties of batteries for portable electronics."
2019-01-10,CrashCourse,The Future of Clean Energy: Crash Course Engineering #31,206201,https://www.youtube.com/watch?v=v6uRuNboy4A,src/assets/thumbnails/2019-01-10-1.jpg,"This week we are exploring alternative energy sources. We'll look at how biomass can be burned as a fuel source, how hydrogen can be used in a fuel cell to generate electrical power, and how nuclear fission provides power to the grid. We'll also discuss how nuclear fusion might someday do the same without any radioactive waste."
2019-01-03,CrashCourse,The Engineering Challenges of Renewable Energy: Crash Course Engineering #30,255597,https://www.youtube.com/watch?v=4k5gyYAAEEU,src/assets/thumbnails/2019-01-03-1.jpg,"This week we are looking at renewable energy sources and why we need them. We’ll explore hydropower, wind, geothermal, and solar power, as well as some of the challenges, and how engineers are working to make their use more widespread."
2018-11-29,CrashCourse,"Skyscrapers, Statics, & Dynamics: Crash Course Engineering #26",82153,https://www.youtube.com/watch?v=xOkJFrXg8V0,src/assets/thumbnails/2018-11-29-1.jpg,"What if you were on a high floor of a skyscraper and the building started swaying? Today we’ll explore statics and dynamics, and what they mean for the structures we design. We look at the idea of static equilibrium, forces, and torques, and how free body diagrams can help us make sense of it all."
2018-11-15,CrashCourse,"Cheese, Catastrophes, & Process Control: Crash Course Engineering #25",91010,https://www.youtube.com/watch?v=BT_JUbpZ1lQ,src/assets/thumbnails/2018-11-15-1.jpg,"Engineering, like life, could really use a lot more cheese. This week we are looking at a cheese factory in Toronto and what it can teach us about process control systems. We’ll explore feedforward and feedback systems, and see how integrating them both with the final check of cascade control creates a system made to handle uncertainty the world throws its way."
2018-10-25,CrashCourse,"Silicon, Semiconductors, & Solar Cells: Crash Course Engineering #22",178692,https://www.youtube.com/watch?v=ivWXuOd5SrI,src/assets/thumbnails/2018-10-25-1.jpg,"Today we’re looking at silicon, and how introducing small amounts of other elements allow silicon layers to conduct currents, turning them into semiconductors. We’ll explore how putting two different types – N and P semiconductors – together gives us electrical components like diodes, transistors, and solar cells."
2018-10-18,CrashCourse,"Electrical Power, Conductors, & Your Dream Home: Crash Course Engineering #21",116910,https://www.youtube.com/watch?v=uTWHMchUlws,src/assets/thumbnails/2018-10-18-1.jpg,"Today, we'll explore the materials electrical engineers work with. We'll look at high-conductors, insulators, and how low-conductivity conductors can be used to generate light and heat."
2018-09-20,CrashCourse,"Reaching Breaking Point: Materials, Stresses, & Toughness: Crash Course Engineering #18",141184,https://www.youtube.com/watch?v=GpiBSFMFe-w,src/assets/thumbnails/2018-09-20-1.jpg,"Today we’re going to start thinking about materials that are used in engineering. We’ll look at mechanical properties of materials, stress-strain diagrams, elasticity and toughness, and describe other material properties like hardness, creep strength, and fatigue strength."
2018-09-13,CrashCourse,Mass Separation: Crash Course Engineering #17,98426,https://www.youtube.com/watch?v=YjuZs8PFIEU,src/assets/thumbnails/2018-09-13-1.jpg,"It can be really important to separate out chemicals for all kinds of reasons. Today we’re going over three different processes engineers use to achieve that separation: distillation, which separates substances based on their different boiling points; liquid-liquid extraction, which uses differences in solubility to transfer a contaminant into a solvent; and reverse osmosis, which filters molecules from a solvent by pressurizing it through a semipermeable barrier."
2018-05-17,SciShow,How Machines the Size of Molecules Could Change the World,382497,https://www.youtube.com/watch?v=Gp7kt49f2LM,src/assets/thumbnails/2018-05-17-1.jpg,"Future advances in engineering may come from chemistry. From molecular motors to salt-shaker-drug-deliverers, the future looks small."
2018-03-12,SciShow,3 of the Biggest Experiments Ever,507768,https://www.youtube.com/watch?v=8sDlUySHYkI,src/assets/thumbnails/2018-03-12-1.jpg,"Whether it's robots under the sea, wave detectors in space, or star-power on land, this episode has big experiments covered."
2018-03-01,SciShow,Optogenetics: Using Light to Control Your Brain,173520,https://www.youtube.com/watch?v=D_9rdj4SJrc,src/assets/thumbnails/2018-03-01-1.jpg,"Optogenetics may allow us to use light like a remote control for our brains, and treat diseases like retinitis pigmentosa."
2018-02-24,SciShow,Where Should I Put My Wi-Fi Router?,492819,https://www.youtube.com/watch?v=7uwEjfPvXPQ,src/assets/thumbnails/2018-02-24-1.jpg,"If you want to improve your wireless internet signal, we've got a few things to keep in mind."
